Price,Condo,Size,Rooms,Toilets,Suites,Parking,Elevator,Furnished,Swimming Pool,New,District,Negotiation Type,Property Type,Latitude,Longitude,price_m2,x,y
242000,418,50,2,2,1,1,0,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.508439,-46.530778,4840.0,343704.4819931683,7399361.411980583
265000,350,52,2,2,1,1,0,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.509447,-46.530638,5096.153846153846,343719.9683492222,7399249.9444915345
244000,227,47,2,2,1,1,0,1,0,0,Cangaíba/São Paulo,sale,apartment,-23.503375,-46.510865,5191.489361702128,345732.0660809083,7399943.700336123
265000,350,54,2,2,1,1,0,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.508439,-46.530778,4907.407407407408,343704.4819931683,7399361.411980583
265000,300,90,2,2,1,1,0,1,0,0,Cangaíba/São Paulo,sale,apartment,-23.502336,-46.523243,2944.4444444444443,344466.77793698094,7400045.401719802
199900,120,47,2,2,1,1,1,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.52835,-46.535176,4253.191489361702,343278.94325697096,7397151.787184602
230000,0,47,2,2,1,1,1,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.503375,-46.510865,4893.617021276596,345732.0660809083,7399943.700336123
245000,0,48,2,2,1,1,0,1,0,0,Cangaíba/São Paulo,sale,apartment,-23.502336,-46.523243,5104.166666666667,344466.77793698094,7400045.401719802
220000,227,47,2,2,1,1,1,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.503375,-46.510865,4680.851063829788,345732.0660809083,7399943.700336123
300000,480,52,2,2,1,1,0,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.505049,-46.527093,5769.2307692307695,344076.797582458,7399740.806194108
470000,520,66,2,2,1,1,0,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.532518,-46.569268,7121.212121212121,339803.0609204938,7396652.5854323
245000,0,49,2,2,1,1,0,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.508439,-46.530778,5000.0,343704.4819931683,7399361.411980583
225000,227,47,2,2,1,1,1,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.503375,-46.510865,4787.234042553191,345732.0660809083,7399943.700336123
685900,580,96,3,3,1,2,1,0,1,1,Carrão/São Paulo,sale,apartment,-23.540323,-46.551478,7144.791666666667,341628.7871526476,7395808.053340731
485000,400,68,2,2,1,2,1,0,1,1,Carrão/São Paulo,sale,apartment,-23.540323,-46.551478,7132.35294117647,341628.7871526476,7395808.053340731
849100,780,90,3,2,1,3,1,0,1,0,Carrão/São Paulo,sale,apartment,-23.550353,-46.541792,9434.444444444445,342629.61753606726,7394708.046491938
278000,310,50,2,2,1,1,0,0,1,0,Carrão/São Paulo,sale,apartment,-23.556242,-46.522233,5560.0,344633.2494783057,7394077.2693280075
830000,0,98,3,3,1,2,1,0,1,0,Carrão/São Paulo,sale,apartment,-23.552012,-46.537754,8469.387755102041,343043.81383539876,7394528.764860569
418000,620,70,3,2,1,2,1,1,1,0,Carrão/São Paulo,sale,apartment,-23.557658,-46.539919,5971.428571428572,342829.5159500092,7393901.182901179
825000,750,115,3,4,3,2,1,0,1,1,Carrão/São Paulo,sale,apartment,-23.540323,-46.551478,7173.913043478261,341628.7871526476,7395808.053340731
670000,800,103,3,4,3,2,1,0,1,0,Carrão/São Paulo,sale,apartment,-23.552954,-46.538263,6504.854368932039,342992.97177449526,7394423.895151706
950000,0,223,3,4,3,4,1,0,1,0,Carrão/São Paulo,sale,apartment,-23.55324,-46.535275,4260.089686098655,343298.33945183863,7394395.495056538
1400000,1749,152,3,4,3,2,1,0,1,0,Carrão/São Paulo,sale,apartment,-23.55391,-46.539049,9210.526315789473,342913.869909758,7394317.171344934
485600,400,68,2,2,1,2,1,0,1,1,Carrão/São Paulo,sale,apartment,-23.540323,-46.551478,7141.176470588235,341628.7871526476,7395808.053340731
385000,650,60,2,2,1,1,0,0,1,0,Carrão/São Paulo,sale,apartment,-23.554116,-46.533314,6416.666666666667,343499.56417837506,7394300.63413072
678900,1000,119,3,3,1,2,1,0,1,0,Carrão/São Paulo,sale,apartment,-23.550535,-46.530384,5705.042016806723,343794.4353433354,7394700.371041289
700000,1000,150,4,3,1,2,1,0,1,0,Carrão/São Paulo,sale,apartment,-23.550535,-46.530384,4666.666666666667,343794.4353433354,7394700.371041289
370000,520,64,2,2,1,1,1,0,1,0,Carrão/São Paulo,sale,apartment,-23.554469,-46.545331,5781.25,342273.24594270065,7394248.370946707
228000,250,45,2,2,1,1,1,0,1,0,Carrão/São Paulo,sale,apartment,-23.584171,-46.492071,5066.666666666667,347744.42888141517,7391016.970027413
585000,605,80,3,2,1,2,0,0,0,0,Carrão/São Paulo,sale,apartment,-23.55404,-46.545111,7312.5,342295.19226442743,7394296.118416615
828900,750,115,3,4,3,2,1,0,1,1,Carrão/São Paulo,sale,apartment,-23.540323,-46.551478,7207.826086956522,341628.7871526476,7395808.053340731
653000,1000,103,4,3,1,2,1,0,1,0,Carrão/São Paulo,sale,apartment,-23.550535,-46.530384,6339.805825242718,343794.4353433354,7394700.371041289
685000,580,96,3,3,1,2,1,0,1,1,Carrão/São Paulo,sale,apartment,-23.540323,-46.551478,7135.416666666667,341628.7871526476,7395808.053340731
480000,400,68,2,2,1,2,1,0,1,1,Carrão/São Paulo,sale,apartment,-23.540323,-46.551478,7058.823529411765,341628.7871526476,7395808.053340731
260000,700,46,2,2,1,1,0,0,0,0,Carrão/São Paulo,sale,apartment,-23.548712,-46.529097,5652.173913043478,343923.6671758393,7394903.641939698
750000,750,101,3,4,3,2,1,0,1,0,Carrão/São Paulo,sale,apartment,-23.553433,-46.539787,7425.742574257426,342837.96464055846,7394369.182822372
653000,1000,103,3,3,1,2,1,0,1,0,Carrão/São Paulo,sale,apartment,-23.550535,-46.530384,6339.805825242718,343794.4353433354,7394700.371041289
687000,580,96,3,3,1,2,1,0,1,1,Carrão/São Paulo,sale,apartment,-23.540323,-46.551478,7156.25,341628.7871526476,7395808.053340731
385000,0,60,2,2,1,1,0,0,0,0,Carrão/São Paulo,sale,apartment,-23.556694,-46.544921,6416.666666666667,342317.75588442164,7394002.436447852
679500,1000,119,4,3,1,2,1,0,1,0,Carrão/São Paulo,sale,apartment,-23.550535,-46.530384,5710.084033613445,343794.4353433354,7394700.371041289
415000,450,68,3,2,1,2,0,0,0,0,Carrão/São Paulo,sale,apartment,-23.557658,-46.539919,6102.941176470588,342829.5159500092,7393901.182901179
162000,180,41,2,2,1,1,1,0,0,0,Cidade Líder/São Paulo,sale,apartment,-23.560307,-46.484367,3951.2195121951218,348503.30585830146,7393667.68071395
164000,0,42,2,2,1,1,1,0,0,0,Cidade Líder/São Paulo,sale,apartment,-23.560398,-46.484805,3904.7619047619046,348458.70047679817,7393657.140840428
230000,400,51,2,2,1,1,0,0,0,0,Cidade Líder/São Paulo,sale,apartment,-23.563018,-46.478423,4509.803921568628,349113.14883042,7393373.755809087
202000,400,47,2,2,1,1,1,1,0,0,Cidade Líder/São Paulo,sale,apartment,-23.562211,-46.479378,4297.872340425532,349014.7447814605,7393462.111204605
233000,500,54,2,2,1,1,1,0,1,0,Cidade Líder/São Paulo,sale,apartment,-23.564777,-46.47678,4314.814814814815,349282.86520625325,7393180.706065986
189000,0,49,2,2,1,1,1,0,0,0,Cidade Líder/São Paulo,sale,apartment,-23.560869,-46.481524,3857.1428571428573,348794.15436079307,7393608.451781117
200000,290,45,2,2,1,1,1,0,0,0,Cidade Líder/São Paulo,sale,apartment,-23.562211,-46.479378,4444.444444444444,349014.7447814605,7393462.111204605
162000,190,43,2,2,1,1,1,0,0,0,Cidade Líder/São Paulo,sale,apartment,-23.55686,-46.476183,3767.4418604651164,349334.7725690967,7394058.005577473
150000,200,47,2,2,1,1,1,0,0,0,Cidade Líder/São Paulo,sale,apartment,-23.562208,-46.479379,3191.4893617021276,349014.6392764272,7393462.442349585
210000,350,51,2,2,1,1,0,0,0,0,Cidade Líder/São Paulo,sale,apartment,-23.562211,-46.479378,4117.64705882353,349014.7447814605,7393462.111204605
169000,0,40,2,2,1,1,0,0,0,0,Cidade Líder/São Paulo,sale,apartment,-23.556468,-46.513816,4225.0,345492.7324987403,7394061.34344278
229000,480,52,2,2,1,1,1,0,1,0,Cidade Líder/São Paulo,sale,apartment,-23.564777,-46.47678,4403.846153846154,349282.86520625325,7393180.706065986
250000,0,50,2,2,1,1,0,0,0,0,Cidade Líder/São Paulo,sale,apartment,-23.562052,-46.476259,5000.0,349332.9367234647,7393483.001059502
209000,280,50,2,2,1,1,1,0,1,0,Cidade Líder/São Paulo,sale,apartment,-23.563544,-46.479948,4180.0,348958.0862272927,7393313.90339281
210000,300,48,2,2,1,1,0,1,0,0,Cidade Líder/São Paulo,sale,apartment,-23.569221,-46.479225,4375.0,349038.3763063388,7392686.034319338
235000,100,46,2,2,1,1,1,0,1,0,Cidade Líder/São Paulo,sale,apartment,-23.556911,-46.486601,5108.695652173913,348271.3648366879,7394041.366642032
198000,225,45,2,2,1,1,0,1,0,0,Cidade Líder/São Paulo,sale,apartment,-23.564088,-46.477392,4400.0,349219.60959939775,7393256.3570467355
270000,415,48,2,2,1,1,0,0,0,0,Cidade Líder/São Paulo,sale,apartment,-23.562975,-46.479401,5625.0,349013.2704598323,7393377.487006256
215000,400,48,2,2,1,1,1,0,1,0,Cidade Líder/São Paulo,sale,apartment,-23.563355,-46.479143,4479.166666666667,349040.0401399633,7393335.680360048
240000,470,55,2,2,1,1,1,0,1,0,Cidade Líder/São Paulo,sale,apartment,-23.560956,-46.481073,4363.636363636364,348840.29047086905,7393599.29387388
229000,300,57,2,2,1,1,0,0,1,0,Cidade Líder/São Paulo,sale,apartment,-23.564157,-46.476242,4017.5438596491226,349337.073377019,7393249.926325134
250000,0,44,2,2,1,1,0,0,0,0,Cidade Líder/São Paulo,sale,apartment,-23.568792,-46.480449,5681.818181818182,348912.9516045988,7392732.248253405
210000,270,67,3,2,1,1,0,0,0,0,Cidade Líder/São Paulo,sale,apartment,-23.564088,-46.477392,3134.3283582089553,349219.60959939775,7393256.3570467355
250000,470,58,2,2,1,1,1,1,1,0,Cidade Líder/São Paulo,sale,apartment,-23.565365,-46.477167,4310.3448275862065,349244.0340462393,7393115.187935609
186000,0,47,2,2,1,1,0,0,0,0,Cidade Líder/São Paulo,sale,apartment,-23.562605,-46.478945,3957.446808510638,349059.39375253156,7393418.938665038
225000,395,47,2,2,1,1,0,0,0,0,Cidade Líder/São Paulo,sale,apartment,-23.562596,-46.478924,4787.234042553191,349061.5270456834,7393419.957384747
165000,340,49,2,2,1,1,0,0,0,0,Cidade Líder/São Paulo,sale,apartment,-23.562211,-46.479378,3367.3469387755104,349014.7447814605,7393462.111204605
122000,0,56,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.602312,-46.404238,2178.5714285714284,356728.1574079306,7389098.869683739
120000,0,48,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.596136,-46.396203,2500.0,357541.39225857,7389790.766502664
125000,255,50,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.594459,-46.406359,2500.0,356503.17964631843,7389966.314187117
70000,0,48,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.593677,-46.398922,1458.3333333333333,357261.26562596555,7390060.343599346
72000,0,50,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.592982,-46.406661,1440.0,356470.75361968984,7390129.560886121
65000,110,48,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.590323,-46.399616,1354.1666666666667,357186.8121764653,7390431.041867008
110000,140,52,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.592172,-46.394421,2115.3846153846152,357718.9628444947,7390231.475360841
85000,0,40,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.600123,-46.396429,2125.0,357522.63798398053,7389349.0583703555
110000,100,40,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.594129,-46.394287,2750.0,357734.74853670027,7390014.908956916
84000,0,49,2,2,1,1,0,1,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.590926,-46.394633,1714.2857142857142,357695.98398737016,7390369.234785009
137900,130,57,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.601704,-46.402368,2419.2982456140353,356918.31628870714,7389168.065684993
120000,90,51,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.592184,-46.394469,2352.9411764705883,357714.07740390464,7390230.098872393
120000,0,45,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.599816,-46.402395,2666.6666666666665,356913.51206172793,7389377.098581018
110000,0,42,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.592822,-46.393683,2619.0476190476193,357794.9763624094,7390160.234067678
115000,70,48,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.589267,-46.398786,2395.8333333333335,357270.37210433104,7390548.801363689
80000,100,50,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.605202,-46.402601,1600.0,356898.3377746701,7388780.495857146
110000,0,42,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.598375,-46.399455,2619.0476190476193,357211.96082846855,7389539.598923821
110000,0,42,1,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.593916,-46.39326,2619.0476190476193,357839.3224128799,7390039.515184081
110000,150,40,1,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.597965,-46.398515,2750.0,357307.43946961744,7389585.936314832
140000,85,47,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.608491,-46.398886,2978.723404255319,357280.9772040243,7388420.013869705
95000,110,47,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.600123,-46.396429,2021.276595744681,357522.63798398053,7389349.0583703555
77000,0,60,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.590369,-46.400488,1283.3333333333333,357097.8732680756,7390425.077863269
150000,0,42,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.601677,-46.398766,3571.4285714285716,357285.8441963166,7389174.6534246635
85000,140,50,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.582624,-46.421167,1700.0,354979.0347309897,7391261.891882464
164000,86,46,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.608491,-46.398886,3565.217391304348,357280.9772040243,7388420.013869705
120000,240,48,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.569424,-46.419771,2500.0,355107.01808405283,7392724.956009416
140000,70,47,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.60452,-46.399058,2978.723404255319,357259.1262857518,7388859.554419665
90000,40,45,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.601677,-46.398766,2000.0,357285.8441963166,7389174.6534246635
182900,160,41,2,2,1,1,1,0,0,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.487007,-46.470746,4460.975609756098,349810.5188746253,7401798.680392117
169900,0,41,2,1,0,1,1,0,0,1,Ermelino Matarazzo/São Paulo,sale,apartment,-23.493761,-46.505629,4143.90243902439,346255.61906514235,7401013.902026474
255000,300,57,2,2,1,1,1,1,0,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.497409,-46.507369,4473.684210526316,346082.15212605504,7400608.08489394
238600,350,48,2,2,1,1,1,0,1,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.493732,-46.477421,4970.833333333333,349136.43391743,7401047.016522611
220000,352,44,2,2,1,1,0,0,0,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.493724,-46.47017,5000.0,349876.9565274866,7401055.497691522
205000,220,50,2,2,1,1,0,0,0,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.483649,-46.490709,4100.0,347767.7691650402,7402149.514659379
260000,0,72,3,2,1,1,0,0,0,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.502494,-46.476288,3611.1111111111113,349262.1151512774,7400077.97226372
169900,0,41,2,1,0,1,1,0,0,1,Ermelino Matarazzo/São Paulo,sale,apartment,-23.493761,-46.505629,4143.90243902439,346255.61906514235,7401013.902026474
350000,270,65,2,2,1,1,1,0,1,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.50547,-46.470505,5384.615384615385,349856.0572133124,7399754.491970297
320000,470,66,3,2,1,1,1,0,0,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.503536,-46.480042,4848.484848484848,348879.93959096295,7399958.644294096
270000,0,50,2,2,1,1,1,1,1,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.501332,-46.472309,5400.0,349667.13765967556,7400210.8132722415
350000,500,76,3,2,1,1,1,0,0,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.503964,-46.487872,4605.263157894737,348080.82332706824,7399902.989759156
290000,520,55,2,2,1,1,1,1,0,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.503028,-46.474118,5272.727272727273,349484.3256345547,7400021.117263606
183017,0,40,2,2,1,1,1,0,0,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.487007,-46.470746,4575.425,349810.5188746253,7401798.680392117
250000,380,48,2,2,1,1,1,0,1,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.489856,-46.498724,5208.333333333333,346956.3106967545,7401453.685370345
259000,0,63,2,2,1,1,1,0,0,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.488885,-46.468045,4111.111111111111,350088.504886657,7401593.54671771
280000,508,63,3,2,1,1,1,1,1,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.489866,-46.498882,4444.444444444444,346940.1853902342,7401452.409751688
360000,560,76,3,2,1,1,1,0,0,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.503964,-46.487872,4736.8421052631575,348080.82332706824,7399902.989759156
199000,350,48,2,2,1,1,0,0,1,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.493724,-46.47017,4145.833333333333,349876.9565274866,7401055.497691522
245000,519,55,2,2,1,1,0,0,1,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.503028,-46.474118,4454.545454545455,349484.3256345547,7400021.117263606
270000,500,63,2,2,1,1,0,0,1,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.501031,-46.474652,4285.714285714285,349427.52286044677,7400241.689250113
270000,0,65,2,2,1,1,0,0,0,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.495089,-46.480883,4153.846153846154,348784.4141031316,7400893.113505863
280000,350,64,2,2,1,1,0,0,0,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.503012,-46.474719,4375.0,349422.9326868693,7400022.258979522
220000,200,47,2,2,1,1,0,0,0,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.483649,-46.490709,4680.851063829788,347767.7691650402,7402149.514659379
195000,300,55,2,2,1,1,1,0,0,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.493932,-46.507315,3545.4545454545455,346083.6278129278,7400993.161431044
255000,0,64,2,2,1,1,0,0,0,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.501059,-46.475491,3984.375,349341.87382642576,7400237.708943676
250000,350,50,2,2,1,1,1,1,0,0,Ermelino Matarazzo/São Paulo,sale,apartment,-23.502494,-46.476288,5000.0,349262.1151512774,7400077.97226372
490000,624,130,3,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.488042,-46.619123,3769.230769230769,334657.21917836234,7401521.171066357
1250000,0,146,4,3,2,4,1,0,1,0,Guaianazes/São Paulo,sale,apartment,-23.498178,-46.619606,8561.643835616438,334620.53834146657,7400398.1845271895
190000,0,43,1,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.563591,-46.403328,4418.604651162791,356778.99324105354,7393387.383113088
150000,100,56,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.563787,-46.405495,2678.5714285714284,356558.0158169747,7393363.512071354
128000,100,56,3,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.562851,-46.406731,2285.714285714286,356430.83732112864,7393465.917835657
130000,0,52,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.562855,-46.40645,2500.0,356459.5241152815,7393465.756455809
135000,120,52,3,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.569721,-46.397893,2596.153846153846,357340.37718854024,7392714.028959215
165000,250,53,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.564197,-46.409415,3113.2075471698113,356158.33986466913,7393314.1824204605
135000,150,56,3,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.564266,-46.404911,2410.714285714286,356618.14589808707,7393311.056743348
400000,560,50,2,2,1,1,1,0,1,0,Guaianazes/São Paulo,sale,apartment,-23.493276,-46.617289,8000.0,334851.06208594196,7400943.683128768
95000,100,49,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.581213,-46.389767,1938.7755102040817,358182.12173568376,7391449.587817455
169000,70,58,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.564266,-46.404911,2913.793103448276,356618.14589808707,7393311.056743348
143100,110,58,3,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.562851,-46.406731,2467.2413793103447,356430.83732112864,7393465.917835657
144900,0,49,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.560754,-46.404476,2957.1428571428573,356658.73560897674,7393700.377302293
153000,160,48,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.564197,-46.409415,3187.5,356158.33986466913,7393314.1824204605
140000,200,60,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.569057,-46.399085,2333.3333333333335,357217.99503110594,7392786.366233176
185000,150,42,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.56785,-46.402733,4404.761904761905,356844.3431183037,7392916.376900173
450000,1093,70,2,2,1,2,1,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.493707,-46.612494,6428.571428571428,335341.326490863,7400901.459537903
169000,70,58,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.56609,-46.4029,2913.793103448276,356825.38937302894,7393111.095580997
120000,100,56,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.562646,-46.407854,2142.8571428571427,356315.9865660744,7393487.491869258
130000,250,48,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.57486,-46.392836,2708.3333333333335,357862.0636699667,7392150.013920159
144900,120,56,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.563354,-46.406927,2587.5,356411.37791116245,7393410.023971291
190000,280,45,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.564376,-46.407187,4222.222222222223,356385.95043095795,7393296.596765748
135000,0,43,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.57486,-46.392836,3139.5348837209303,357862.0636699667,7392150.013920159
99842,0,38,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.563591,-46.403328,2627.4210526315787,356778.99324105354,7393387.383113088
135000,110,56,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.562855,-46.40645,2410.714285714286,356459.5241152815,7393465.756455809
158000,0,38,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.563591,-46.403328,4157.894736842105,356778.99324105354,7393387.383113088
144900,100,56,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.563354,-46.406927,2587.5,356411.37791116245,7393410.023971291
7080000,0,275,4,5,4,5,0,0,1,0,Iguatemi/São Paulo,sale,apartment,-23.584482,-46.682312,25745.454545454544,328328.44610727206,7390767.275033172
1100000,1200,131,3,3,1,1,0,0,0,0,Iguatemi/São Paulo,sale,apartment,-23.585672,-46.681216,8396.946564885497,328441.85703449196,7390636.807816608
1060000,1153,137,3,3,1,1,1,0,0,0,Iguatemi/São Paulo,sale,apartment,-23.585672,-46.681216,7737.226277372263,328441.85703449196,7390636.807816608
10000000,0,343,4,7,4,5,0,0,0,0,Iguatemi/São Paulo,sale,apartment,-23.585487,-46.681676,29154.51895043732,328394.66686511406,7390656.743379202
1100000,950,130,3,3,1,1,0,0,0,0,Iguatemi/São Paulo,sale,apartment,-23.584482,-46.682312,8461.538461538461,328328.44610727206,7390767.275033172
1200000,1230,120,3,2,1,1,0,0,0,0,Iguatemi/São Paulo,sale,apartment,-23.582532,-46.683292,10000.0,328225.8833284511,7390982.0435770815
790000,800,92,2,2,1,1,1,0,0,0,Iguatemi/São Paulo,sale,apartment,-23.585672,-46.681216,8586.95652173913,328441.85703449196,7390636.807816608
7765616,0,279,4,6,4,4,1,0,1,0,Iguatemi/São Paulo,sale,apartment,-23.585487,-46.681676,27833.749103942653,328394.66686511406,7390656.743379202
9979947,0,343,4,6,4,5,1,0,1,0,Iguatemi/São Paulo,sale,apartment,-23.585487,-46.681676,29096.055393586004,328394.66686511406,7390656.743379202
6750000,0,275,4,6,4,4,1,0,1,0,Iguatemi/São Paulo,sale,apartment,-23.585487,-46.681676,24545.454545454544,328394.66686511406,7390656.743379202
3850000,0,200,2,4,2,3,1,0,1,0,Iguatemi/São Paulo,sale,apartment,-23.584482,-46.682312,19250.0,328328.44610727206,7390767.275033172
7500000,0,275,4,5,4,4,1,0,1,0,Iguatemi/São Paulo,sale,apartment,-23.596469,-46.680587,27272.727272727272,328520.09509476984,7389441.894825831
850000,0,108,3,2,1,1,0,0,0,0,Iguatemi/São Paulo,sale,apartment,-23.584482,-46.682312,7870.37037037037,328328.44610727206,7390767.275033172
1105000,890,45,1,2,1,1,1,0,1,0,Iguatemi/São Paulo,sale,apartment,-23.584482,-46.682312,24555.555555555555,328328.44610727206,7390767.275033172
900000,450,90,2,3,1,1,0,1,0,0,Iguatemi/São Paulo,sale,apartment,-23.584482,-46.682312,10000.0,328328.44610727206,7390767.275033172
4900000,0,201,4,5,4,3,1,0,1,0,Iguatemi/São Paulo,sale,apartment,-23.58783,-46.68341,24378.109452736317,328220.738602386,7390395.197833667
4900000,0,201,3,5,3,3,0,0,1,0,Iguatemi/São Paulo,sale,apartment,-23.585269,-46.681625,24378.109452736317,328399.58856006665,7390680.945979856
600000,1050,78,2,2,1,1,0,0,0,0,Iguatemi/São Paulo,sale,apartment,-23.583814,-46.683,7692.307692307692,328257.3556837251,7390840.424446557
1100000,930,110,3,3,1,1,0,0,0,0,Iguatemi/São Paulo,sale,apartment,-23.585672,-46.681216,10000.0,328441.85703449196,7390636.807816608
120000,250,50,2,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,sale,apartment,-23.479503,-46.379366,2400.0,359135.3589658998,7402722.118276272
165000,250,50,2,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,sale,apartment,-23.479503,-46.379366,3300.0,359135.3589658998,7402722.118276272
240000,270,47,2,2,1,1,0,0,1,0,Itaim Paulista/São Paulo,sale,apartment,-23.489486,-46.384209,5106.382978723404,358651.3567568759,7401611.959487056
